	TENATOPRAZOLE	DANAZOL	PANTOPRAZOLE	ARTEMISININ	OMEPRAZOLE	MELPHALAN	BISACODYL	DIACETAMATE	ENTACAPONE	TINIDAZOLE	NITRENDIPINE	PHENAZOPYRIDINE	SULFASALAZINE	RISPERIDONE	PALIPERIDONE	TACROLIMUS	CARVEDILOL	PIDOTIMOD	IDEBENONE	METHOXSALEN	LEVAMISOLE	LOVASTATIN	MEVASTATIN	PERICYAZINE	FINASTERIDE	BETAMETHASONE VALERATE	NORGESTIMATE	CAPECITABINE	CARBETAPENTANE CITRATE	ITRACONAZOLE	DULOXETINE	MEFLOQUINE	DICYCLOMINE	PIMOZIDE	PACLITAXEL	REPAGLINIDE	INDOMETHACIN	RAMIPRIL	EZETIMIBE	CELECOXIB	BENZBROMARONE	RANITIDINE	ZIPRASIDONE MESYLATE	NAFRONYL OXALATE	PHENYTOIN SODIUM	PENBUTOLOL SULFATE	CHLORMEZANONE	BUPROPION	AMANTADINE	METITEPINE MALEATE	TRIMETAZIDINE DIHYDROCHLORIDE	BICALUTAMIDE	TRANILAST	SULPIRIDE	ETHOXZOLAMIDE	METHYSERGIDE MALEATE	RIZATRIPTAN BENZOATE	BIPERIDEN	IMATINIB	VERAPAMIL	CAMYLOFINE DIHYDROCHLORIDE	ACECAINIDE	LOFEXIDINE	METOPROLOL TARTRATE	IRSOGLADINE MALEATE	MEMANTINE	ALPRENOLOL	DIPHENYLPYRALINE	ALFUZOSIN	PAPAVERINE	OXCARBAZEPINE	METHSUXIMIDE	PAROXETINE	ESZOPICLONE	ANAGRELIDE	ETHOPROPAZINE	DIPYRIDAMOLE	DOXAZOSIN MESYLATE	TRIHEXYPHENIDYL	METHYLPHENIDATE	FLUVOXAMINE MALEATE	THIOTHIXENE	CYCLOBENZAPRINE	BENZTHIAZIDE	NEVIRAPINE	VINPOCETINE	ANASTROZOLE	SILDENAFIL CITRATE	CLEMIZOLE	ORPHENADRINE CITRATE	ENALAPRIL MALEATE	CYCLOPHOSPHAMIDE	NOSCAPINE	ZIDOVUDINE [AZT]	SUMATRIPTAN SUCCINATE	TADALAFIL	GLICLAZIDE	BEZAFIBRATE	WARFARIN	NAPROXEN(+)	PROCARBAZINE	NAFTOPIDIL	OLANZAPINE	FLUCONAZOLE	CLONIDINE	NEOSTIGMINE BROMIDE	CIMETIDINE	FEBUXOSTAT	COLCHICINE	KETOROLAC TROMETHAMINE	METAXALONE	ZALEPLON	MIFEPRISTONE	OXYBUTYNIN CHLORIDE	RITONAVIR	DROSPIRENONE	BUDESONIDE	GLIPIZIDE	SULFINPYRAZONE	ETODOLAC	NATEGLINIDE	VORICONAZOLE	VALSARTAN	LOSARTAN	IRBESARTAN	REBAMIPIDE	NIZATIDINE	ERGONOVINE MALEATE	DASATINIB	PRIMAQUINE PHOSPHATE	NICERGOLINE	DEXAMETHASONE	ERGOTAMINE TARTRATE	NALOXONE	FENSPIRIDE	GALANTAMINE	SOTALOL	BETAMETHASONE ACETATE	DIGOXIN	DIGITOXIN	CLOPIDOGREL SULFATE	RILUZOLE	MEBENDAZOLE	RAMELTEON	CYPROTERONE ACETATE	OXAPROZIN	BENAZEPRIL	GRISEOFULVIN	TRANDOLAPRIL	QUINAPRIL	CETIRIZINE	CARISOPRODOL	TOLAZAMIDE	PRANOPROFEN	FAMPROFAZONE	TELMISARTAN	CLEMASTINE FUMARATE	LOPERAMIDE	MEGESTROL ACETATE	TRIMEBUTINE MALEATE	FENOFIBRATE	FLUPHENAZINE	DILTIAZEM	LEVONORGESTREL	DEFLAZACORT	DIFLORASONE DIACETATE	LINAGLIPTIN	OLMESARTAN MEDOXOMIL	FLUOXETINE	MYCOPHENOLATE MOFETIL	BROMOCRIPTINE MESYLATE	RACECADOTRIL	ROXATIDINE ACETATE	FAMCICLOVIR	VILAZODONE	NORETHINDRONE ACETATE
CETIRIZINE	0.483393196	0.686747351	0.466782193	0.550300914	0.482095804	0.861854006	0.545780091	0.689568094	0.700135746	0.541695006	0.836191842	0.643910166	0.52718182	0.596864253	0.588218392	0.53751116	0.547024843	0.659674375	0.555745106	0.604091144	0.813115177	0.547809669	0.547494089	0.744292031	0.645925342	0.519010543	0.577979541	0.593760155	0.866869613	0.64091239	0.717500611	0.593249273	0.631318165	0.793533912	0.692009147	0.70424764	0.560362841	0.87712919	0.747564112	0.640271946	0.594416156	0.686309334	0.683066246	0.859119942	0.857598459	0.704537535	0.882448702	0.877391956	0.622593844	0.81593909	0.664115111	0.76511847	0.696999006	0.702469416	0.531821905	0.557637806	0.614551036	0.828562915	0.561581706	0.689603765	0.910808408	0.843017597	0.7104643	0.718030536	0.649533385	0.619163278	0.717294552	0.822430225	0.507266407	0.535697208	0.803559028	0.876908612	0.682045964	0.514430913	0.75136596	0.771962486	0.567131644	0.49974172	0.840987794	0.895773636	0.844465562	0.820324896	0.860363543	0.775194094	0.55798584	0.576398535	0.686017805	0.700363109	0.640725861	0.823343767	0.889620294	0.619701434	0.616063541	0.602083244	0.611381737	0.528052488	0.808962587	0.669546757	0.633609838	0.647392342	0.863616891	0.671704786	0.740719735	0.653505023	0.749828287	0.693381491	0.566018201	0.54157771	0.640588252	0.596223275	0.712679793	0.595345733	0.733223934	0.842533986	0.511432219	0.560140753	0.505772464	0.545480831	0.786153699	0.575984166	0.897582652	0.630100778	0.743718342	0.650939686	0.722233466	0.850122551	0.556335296	0.559945259	0.52543658	0.519219852	0.521075613	0.524835296	0.505102915	0.60708983	0.9170947	0.654200759	0.830121108	0.519041998	0.491795842	0.492916621	0.918714628	0.523725	0.6046683	0.695430409	0.544073286	0.576778906	0.876456164	0.59017822	0.879233881	0.924945014	1	0.629757794	0.822927468	0.537873256	0.822731002	0.580968565	0.827892394	0.845827497	0.556052625	0.635493007	0.638732567	0.757788646	0.758287328	0.587476799	0.520108203	0.516062121	0.565190457	0.631102695	0.745889627	0.594983591	0.498701401	0.867774356	0.717408636	0.555535259	0.492090972	0.570440926
CARISOPRODOL	0.267071239	0.768247351	0.239169462	0.843211316	0.259746031	0.619532367	0.332619696	0.426381219	0.440282377	0.570062413	0.630306675	0.507713877	0.349182988	0.420862638	0.411535712	0.7507165	0.312869749	0.94972404	0.834197096	0.456366204	0.622980232	0.798872325	0.798852028	0.526290515	0.897615335	0.756351725	0.800658792	0.928817427	0.69236619	0.402453873	0.493318876	0.36957178	0.949197362	0.583012516	0.566709179	0.462464438	0.328937674	0.687584929	0.494571763	0.430586279	0.463616512	0.41086324	0.50515034	0.696703669	0.684088702	0.496310917	0.641080829	0.667207677	0.92638013	0.601844428	0.439531511	0.537141359	0.456302992	0.425149693	0.28923602	0.361229862	0.431851308	0.616699441	0.418018845	0.47246367	0.663498489	0.626496137	0.493737619	0.496949675	0.507575102	0.930581982	0.485002861	0.587847657	0.265817527	0.314780065	0.613650775	0.691730292	0.469687297	0.409551897	0.58748809	0.563629916	0.512919448	0.25975982	0.614753001	0.672014949	0.668280222	0.609492207	0.659134874	0.577956088	0.42494404	0.362998737	0.523456742	0.416580043	0.486079296	0.609737116	0.685593283	0.961695003	0.448194919	0.919812923	0.412027956	0.294836744	0.650053813	0.467497049	0.48740246	0.502459166	0.662492635	0.432474117	0.547057485	0.492591409	0.589330131	0.427536994	0.578374712	0.307957947	0.431390912	0.380829677	0.48354942	0.445294089	0.751905812	0.660407785	0.351704962	0.802901466	0.750541997	0.39448861	0.567562935	0.34919755	0.682605882	0.469236764	0.605561781	0.517370779	0.587506393	0.600055869	0.601129464	0.358001543	0.394681897	0.296748137	0.307742315	0.767908455	0.306802882	0.442439951	0.672174785	0.453923036	0.569668125	0.758660526	0.749294255	0.750273101	0.643730074	0.279760624	0.444248788	0.479521921	0.794763278	0.352233611	0.619763206	0.435423413	0.679872182	0.644349954	0.629757794	1	0.64445987	0.328846951	0.604826933	0.41876959	0.589405956	0.62085917	0.79966183	0.468223604	0.464406473	0.532548837	0.499731599	0.807154767	0.723323529	0.753668666	0.439048951	0.500076046	0.518677664	0.451410637	0.293362565	0.63146238	0.473295506	0.532597339	0.272409857	0.807458572
TOLAZAMIDE	0.48820566	0.65020779	0.465342235	0.542493346	0.481740286	0.781550915	0.522418328	0.603336143	0.626373242	0.618581826	0.734725855	0.705818127	0.5198795	0.533479001	0.524205843	0.49534709	0.524511593	0.67836047	0.530168335	0.498537295	0.902776686	0.515573841	0.515594563	0.80868929	0.642115269	0.486979924	0.565154033	0.609172074	0.777554964	0.590013072	0.653148053	0.591738263	0.632232861	0.802561179	0.593234561	0.594514552	0.519593249	0.753461107	0.66085015	0.682420082	0.491681611	0.596679873	0.713582546	0.77104152	0.854476744	0.641840984	0.906671618	0.842158659	0.654950009	0.907754734	0.582915785	0.798337144	0.58903674	0.587446978	0.498740804	0.575164312	0.657886677	0.803395386	0.600905232	0.616861898	0.787937782	0.804488658	0.667390516	0.657051367	0.707402068	0.643813841	0.654738927	0.764566093	0.477544741	0.511624838	0.776160904	0.881669362	0.610164684	0.564299175	0.79859641	0.836757511	0.634788064	0.470264802	0.800644474	0.817282067	0.83446252	0.933044154	0.911267256	0.860636907	0.605313803	0.576133379	0.761201834	0.582533425	0.681722196	0.761928339	0.77070667	0.650666398	0.518907428	0.6094145	0.647214635	0.493814812	0.970905088	0.553472122	0.529240361	0.550871236	0.837387394	0.612195744	0.808202065	0.721287996	0.816212173	0.613859704	0.645879301	0.50451463	0.554789035	0.565181496	0.629377201	0.648647119	0.693378949	0.762943773	0.546341924	0.539775738	0.475149062	0.585470569	0.820077975	0.556480451	0.807593214	0.690527656	0.746143918	0.676064676	0.733524009	0.752982954	0.636975095	0.581424111	0.574379773	0.50536895	0.513026382	0.492205177	0.521174345	0.5229667	0.869178692	0.580394164	0.770459705	0.487307099	0.478034984	0.478743202	0.840002567	0.4956189	0.623452295	0.612609851	0.521721994	0.540575891	0.755866983	0.476492914	0.749020291	0.780148764	0.822927468	0.64445987	1	0.511715531	0.815311686	0.594198843	0.769552457	0.792492875	0.532439918	0.533606766	0.524780673	0.808895881	0.636414983	0.558076082	0.475329171	0.484240445	0.61027357	0.649918224	0.675232078	0.49578266	0.509886704	0.746193786	0.620471244	0.627558899	0.467065737	0.549486577
PRANOPROFEN	0.836105174	0.406894442	0.822538795	0.231209707	0.845740676	0.623297005	0.969917424	0.699126656	0.697030999	0.521619928	0.5883513	0.65450041	0.920118584	0.738116615	0.730620074	0.227816795	0.885896245	0.357091914	0.263115287	0.467770728	0.577140289	0.243425548	0.243580369	0.576354388	0.326134104	0.214857996	0.272409844	0.330989545	0.520588806	0.721664022	0.538528621	0.843199434	0.317179597	0.648919638	0.471706408	0.664497571	0.906949361	0.518627194	0.701580938	0.720569899	0.446221725	0.635337658	0.641194619	0.52502452	0.579961949	0.577266869	0.520612271	0.544587588	0.304822909	0.572596519	0.55520478	0.573196361	0.658280363	0.574596009	0.870378874	0.78151094	0.725842229	0.552252775	0.716311921	0.551214535	0.551867495	0.620022916	0.584942804	0.600525521	0.642577377	0.306296419	0.608333502	0.569848759	0.822315905	0.93516095	0.637243266	0.561344082	0.523182538	0.669409882	0.58216848	0.59851001	0.599028764	0.82239719	0.554001642	0.551981538	0.565016833	0.549239322	0.570626633	0.527748721	0.709874702	0.829110755	0.650669916	0.559089757	0.670486452	0.565112898	0.543933417	0.316321552	0.49384055	0.334587503	0.742803205	0.892908444	0.5016353	0.551228079	0.481704661	0.48382168	0.577593385	0.691887767	0.616247621	0.671216223	0.583990288	0.707186356	0.526455222	0.920114085	0.521093579	0.876849374	0.591885433	0.703026114	0.457360696	0.521985217	0.719785897	0.24242625	0.19563533	0.726928286	0.592141976	0.880109395	0.559830937	0.692267961	0.593668705	0.634907891	0.599988341	0.616288345	0.500843342	0.762176066	0.658089512	0.911631531	0.843470688	0.232323844	0.74498641	0.49484129	0.552213563	0.553116869	0.65432923	0.217055841	0.172464561	0.174506988	0.497508415	0.851924363	0.727472677	0.551815959	0.243166664	0.906651221	0.610521899	0.465994813	0.537108671	0.565692955	0.537873256	0.328846951	0.511715531	1	0.630655285	0.746682948	0.531395956	0.502937936	0.249210772	0.502271381	0.509848156	0.597916503	0.652959798	0.288309616	0.212908176	0.211420874	0.682989808	0.633150713	0.566407523	0.461561297	0.736749367	0.561682708	0.610869802	0.570009993	0.893601469	0.257646102
FAMPROFAZONE	0.557006298	0.687045135	0.533057533	0.506486477	0.554782297	0.901432468	0.634321314	0.673119641	0.711832815	0.656405894	0.830601198	0.780498416	0.637777538	0.687423831	0.675044288	0.472186316	0.626099062	0.637687188	0.519227195	0.522154195	0.869075855	0.49546361	0.495412792	0.845044621	0.620665274	0.477744268	0.555597032	0.578160066	0.771350487	0.635187179	0.626196127	0.702517408	0.59575279	0.953385238	0.610087684	0.683205884	0.650320478	0.778101129	0.76414656	0.771519963	0.506553845	0.638324525	0.824357612	0.758127115	0.888252669	0.631586813	0.855112882	0.869496527	0.603036382	0.86988328	0.595699141	0.874452129	0.670849773	0.621824988	0.596439686	0.688627558	0.739514301	0.758892708	0.697405692	0.6192087	0.824393799	0.948399913	0.639971413	0.65611286	0.779773111	0.602523767	0.653042572	0.740797248	0.561679738	0.617490892	0.94549925	0.866025349	0.598272003	0.656139353	0.856189754	0.889475458	0.698368893	0.5577338	0.768265396	0.819028709	0.783679144	0.844761708	0.841752868	0.84440117	0.698276052	0.696460063	0.76447574	0.612965502	0.776081899	0.735373427	0.798676551	0.598523845	0.543264898	0.578134824	0.739965904	0.607603828	0.796844491	0.598944046	0.549170657	0.559192565	0.907340281	0.651334214	0.868428116	0.736855299	0.850146375	0.686709265	0.68216366	0.61833986	0.563974448	0.705449677	0.638486483	0.718600789	0.74360332	0.748200023	0.656207124	0.524542405	0.459087607	0.689808518	0.917763214	0.680965501	0.826544882	0.726719489	0.775989156	0.728867676	0.766304201	0.889192086	0.664740168	0.688552615	0.667531217	0.602672027	0.637047744	0.491012464	0.635464691	0.534803797	0.831382643	0.586994023	0.834077013	0.479221541	0.446001506	0.447807875	0.818561151	0.58515913	0.739279755	0.611362306	0.516165064	0.675712006	0.858390515	0.510715949	0.784620152	0.827958122	0.822731002	0.604826933	0.815311686	0.630655285	1	0.709962061	0.720775082	0.742219131	0.521588726	0.561092999	0.561513555	0.86321925	0.718196074	0.559555625	0.467147212	0.474985907	0.703260926	0.704505498	0.664121556	0.515038116	0.62551074	0.766897314	0.652326496	0.681366755	0.590526432	0.538779673
TELMISARTAN	0.700028658	0.456013655	0.663838315	0.2940235	0.691224307	0.653240737	0.743135564	0.563357118	0.573590922	0.706454701	0.590043781	0.839976887	0.789577589	0.692461637	0.676476042	0.255742548	0.721663001	0.456822495	0.318456929	0.355970869	0.686203342	0.285355518	0.285487503	0.653527119	0.405192877	0.260119393	0.329874482	0.422331703	0.53194501	0.573576481	0.456180687	0.815980563	0.394755441	0.744766766	0.408560562	0.551860952	0.759548102	0.558085295	0.614914325	0.82601109	0.340065663	0.511606381	0.824603627	0.536594685	0.671195025	0.484092342	0.60710226	0.610711052	0.398415667	0.657856709	0.43891958	0.649977213	0.538006507	0.474646029	0.678379404	0.848004274	0.877425387	0.542503697	0.922808458	0.447685239	0.575771889	0.684744741	0.504197255	0.504606879	0.84397372	0.400176607	0.512965804	0.536130098	0.653544589	0.722030688	0.715509222	0.63675901	0.427759874	0.856227522	0.745200541	0.699257418	0.80069281	0.646423803	0.541810503	0.573688303	0.579446871	0.626090798	0.623784919	0.653231822	0.885482535	0.843507271	0.774850484	0.465834582	0.882241205	0.536140911	0.577528443	0.412850117	0.379033106	0.422415031	0.858197683	0.714681508	0.589706653	0.441989548	0.380615519	0.387661442	0.649416451	0.558205027	0.736377472	0.793467094	0.742021776	0.572258291	0.714889117	0.710896136	0.401336389	0.833631831	0.49117985	0.881488618	0.506955983	0.514627221	0.823472458	0.302919415	0.241181724	0.861575872	0.684343516	0.805864399	0.596638016	0.826521997	0.731872051	0.822200143	0.750681641	0.660397358	0.682085751	0.839813092	0.863957903	0.726447306	0.802654486	0.280420034	0.797100075	0.377155398	0.599134167	0.437105005	0.625487286	0.263494228	0.223250925	0.224950416	0.560112786	0.668866387	0.960546109	0.451285902	0.300548894	0.793146123	0.635038116	0.349431466	0.570160238	0.599056517	0.580968565	0.41876959	0.594198843	0.746682948	0.709962061	1	0.509091903	0.50245908	0.304495999	0.39286197	0.400419493	0.674814559	0.570128583	0.341641316	0.245502554	0.25710218	0.898272479	0.817528986	0.488093764	0.348713043	0.778108798	0.55687885	0.503811724	0.765281953	0.737422202	0.316650812
CLEMASTINE FUMARATE	0.49735642	0.643510655	0.48957513	0.535411138	0.498580921	0.776114967	0.544882025	0.746458188	0.742946339	0.463327153	0.779763285	0.56018571	0.508063461	0.563286655	0.559807365	0.547876983	0.551212448	0.606578311	0.535561341	0.711343718	0.727339876	0.543416649	0.543362665	0.660792348	0.603938194	0.506552511	0.554960209	0.555582391	0.865483178	0.724295134	0.861931137	0.562396353	0.598670381	0.692259078	0.777925769	0.742835747	0.540501736	0.791930545	0.761626373	0.578525739	0.70195691	0.757827824	0.573579122	0.864899772	0.760558586	0.845849087	0.765817952	0.788111235	0.58407078	0.736051776	0.791747314	0.666382673	0.745319753	0.766167785	0.539826008	0.504895289	0.555040491	0.924171249	0.492621165	0.82433522	0.830097779	0.744050241	0.845646445	0.851430849	0.559476521	0.577240331	0.846046555	0.95200999	0.532337118	0.54191364	0.7049654	0.796337758	0.828157648	0.441674104	0.635751402	0.677551758	0.485471105	0.524378151	0.932517704	0.86778306	0.881037578	0.753036727	0.827801446	0.665152744	0.491052916	0.53255611	0.645198903	0.756644991	0.550310546	0.941662705	0.805340548	0.580274686	0.729786821	0.564327279	0.553829601	0.527319394	0.762598611	0.750387814	0.736855784	0.761581454	0.769199988	0.764284266	0.647525642	0.618434423	0.644384741	0.747633177	0.482775655	0.539623799	0.770796949	0.553652538	0.831570469	0.535703206	0.680281292	0.899085961	0.446635673	0.536170775	0.49686541	0.48025288	0.681490789	0.546022853	0.835292541	0.589349333	0.666090855	0.576823519	0.645113521	0.739724597	0.475779536	0.506214435	0.444033345	0.524716576	0.48460446	0.507135415	0.451051263	0.734747343	0.851102438	0.788589033	0.837968072	0.505863064	0.488163475	0.488457735	0.788626294	0.535281653	0.525364175	0.827410204	0.517972801	0.547418632	0.779229808	0.685885064	0.799560003	0.812987037	0.827892394	0.589405956	0.769552457	0.531395956	0.720775082	0.509091903	1	0.92772016	0.535694743	0.743490759	0.728642581	0.670199699	0.776449619	0.561360685	0.518104468	0.503290538	0.488320938	0.560272104	0.888197227	0.709823063	0.445477122	0.863234022	0.813844192	0.475143596	0.4769696	0.544135056
LOPERAMIDE	0.457357719	0.692673259	0.448066325	0.574770783	0.459291547	0.796510159	0.515326716	0.706228091	0.721543036	0.471976764	0.803386105	0.563428627	0.483263807	0.564561639	0.56128595	0.580913508	0.523373439	0.63590783	0.570631854	0.683072571	0.740598675	0.577159551	0.577069109	0.680599248	0.647787434	0.54814154	0.603425682	0.578794562	0.889632728	0.677248373	0.801084626	0.547030962	0.633347204	0.708205125	0.778744151	0.720271516	0.518946738	0.808012069	0.75001143	0.576782647	0.670557942	0.709618702	0.584638145	0.871092621	0.780644035	0.78628346	0.793737162	0.826884285	0.624852314	0.751813989	0.751921439	0.693445906	0.717705425	0.723425427	0.501137436	0.49712568	0.549124761	0.923633182	0.487108007	0.784247465	0.853278999	0.768514957	0.778224296	0.794190003	0.563478215	0.618476691	0.785904069	0.908559255	0.497251917	0.511053209	0.727587001	0.81809239	0.786372548	0.438433505	0.651763177	0.695541309	0.490023779	0.490719333	0.940658962	0.894992501	0.86791922	0.770033716	0.837657558	0.689161913	0.485974608	0.52084164	0.636910612	0.714782451	0.553159764	0.893977314	0.814888399	0.612825247	0.705012133	0.585088151	0.54846308	0.500613314	0.783674244	0.717951396	0.705615938	0.726694954	0.800791925	0.716429112	0.660652111	0.606460987	0.657875438	0.711229563	0.493365841	0.506460889	0.731573364	0.538676004	0.773516505	0.52887641	0.72836855	0.919691844	0.442742973	0.582514773	0.538588718	0.475786172	0.70723151	0.52879097	0.853735078	0.57756474	0.666736676	0.572005376	0.644660099	0.760241834	0.487518765	0.499705145	0.443934432	0.492816026	0.46996301	0.549016077	0.445324207	0.703684196	0.865987259	0.744619185	0.835910484	0.547589775	0.532068011	0.532280143	0.819387549	0.494539575	0.522226428	0.773055639	0.560979632	0.528188831	0.792291723	0.658756159	0.812433033	0.826594409	0.845827497	0.62085917	0.792492875	0.502937936	0.742219131	0.50245908	0.92772016	1	0.578765125	0.718814326	0.697992714	0.687275473	0.75113384	0.605811515	0.558777703	0.545161354	0.486688144	0.553448855	0.832700339	0.684158135	0.440474572	0.856732316	0.766096079	0.481096666	0.454050859	0.589644138
MEGESTROL ACETATE	0.16269283	0.811018903	0.140440503	0.906338839	0.160040951	0.564009829	0.25096283	0.391773116	0.414591051	0.413069847	0.604232117	0.37529854	0.256835685	0.388620534	0.38246607	0.870436991	0.231423627	0.760053781	0.921564177	0.482242918	0.499680046	0.90987018	0.909862526	0.431660278	0.87089722	0.928470961	0.933535018	0.75658377	0.64646362	0.345533638	0.454117342	0.274968065	0.844263452	0.487619909	0.590557153	0.447586778	0.256587728	0.630374752	0.464185507	0.319070482	0.488691942	0.377876455	0.391822735	0.637797246	0.579942914	0.452930531	0.545097502	0.603030301	0.809716677	0.489760737	0.425274103	0.45843433	0.44225358	0.403493744	0.2126677	0.256375272	0.309298281	0.554484007	0.292119203	0.45478864	0.612680992	0.556206007	0.430676131	0.453653062	0.374648277	0.825601785	0.435917406	0.534785352	0.187070653	0.23406422	0.541141146	0.590045386	0.44998851	0.277438728	0.465997006	0.458284118	0.367508826	0.183205433	0.561398683	0.614229513	0.577178804	0.498500373	0.553782625	0.466761238	0.297210829	0.266714132	0.385178727	0.393711832	0.360680531	0.551062542	0.618536668	0.779863286	0.465230342	0.75226401	0.297824999	0.220151494	0.530916185	0.472995764	0.504652716	0.510869601	0.589366674	0.382469345	0.432167417	0.354666453	0.461122928	0.392590787	0.422582502	0.234210808	0.427604104	0.299830638	0.447469353	0.312576101	0.759559319	0.624071921	0.238187742	0.945672901	0.910026099	0.275451978	0.481159419	0.26381008	0.615051679	0.333269058	0.480742588	0.383419764	0.458932367	0.547914482	0.441654634	0.251746118	0.265227223	0.208237201	0.217110914	0.92427816	0.205479696	0.448246608	0.580477764	0.434982185	0.516387143	0.929022625	0.884045536	0.885571356	0.574146109	0.199675333	0.328531563	0.453893901	0.950356168	0.275940974	0.566458476	0.466821505	0.62383986	0.58266352	0.556052625	0.79966183	0.532439918	0.249210772	0.521588726	0.304495999	0.535694743	0.578765125	1	0.485560215	0.481067778	0.435559778	0.473310464	0.939290185	0.894291525	0.927103083	0.309072314	0.367637888	0.481953442	0.476630243	0.195917598	0.585247073	0.446182196	0.382366928	0.192898539	0.946459308
TRIMEBUTINE MALEATE	0.431235917	0.579600503	0.436912691	0.464377922	0.442053312	0.648264427	0.512357764	0.761239177	0.744195344	0.307805695	0.696501845	0.394327955	0.457001374	0.571815658	0.576434354	0.53277064	0.514325043	0.468627813	0.486601323	0.926724901	0.512535573	0.507296788	0.507352363	0.47301224	0.500638685	0.478247627	0.493192849	0.444440238	0.718352272	0.726637715	0.802283654	0.477354804	0.492002413	0.530568955	0.881432679	0.808234208	0.512160249	0.661412509	0.745198833	0.431972192	0.873824553	0.757494447	0.41059056	0.716087922	0.577622833	0.822256874	0.545994251	0.609550057	0.452039254	0.521212803	0.877450028	0.491263934	0.815239146	0.783068052	0.505984773	0.402517188	0.411214592	0.720676698	0.360976668	0.867141353	0.683681095	0.596707703	0.750218127	0.812522221	0.389156132	0.452801076	0.801872176	0.762146353	0.515265432	0.514311817	0.570398581	0.597706201	0.857088993	0.310614203	0.444467643	0.48557495	0.330627723	0.512231911	0.729473406	0.692712763	0.675060672	0.528519686	0.607590824	0.449145268	0.357803835	0.445869372	0.461838293	0.762472172	0.39388739	0.759315453	0.66539165	0.446266177	0.964551423	0.455365087	0.419043602	0.508056385	0.5247976	0.883692041	0.894227582	0.892721208	0.600560008	0.768060608	0.459403816	0.447611559	0.445852608	0.751775875	0.319670861	0.513015392	0.901211111	0.495401144	0.83004443	0.387702986	0.600709251	0.75379627	0.334486537	0.478277134	0.469269001	0.358085082	0.503515413	0.484717185	0.672228077	0.42941823	0.502246003	0.42262502	0.481370295	0.621202084	0.314737481	0.396819663	0.304108516	0.483174838	0.421000349	0.480808206	0.357725311	0.924181841	0.639573159	0.879867683	0.713327639	0.477429584	0.444345001	0.445193559	0.587951576	0.49493603	0.398095524	0.856731297	0.46745627	0.505552983	0.664065388	0.899738149	0.675626395	0.665954888	0.635493007	0.468223604	0.533606766	0.502271381	0.561092999	0.39286197	0.743490759	0.718814326	0.485560215	1	0.897042566	0.486918707	0.782724925	0.513512569	0.509752313	0.474712192	0.349643895	0.413839423	0.824903777	0.948593505	0.357414124	0.737773043	0.842771512	0.319971377	0.449633101	0.485514408
FENOFIBRATE	0.436428468	0.572601352	0.437496277	0.454130527	0.443139843	0.652517606	0.51519971	0.781580879	0.744101091	0.306630243	0.701555296	0.395179942	0.465731737	0.569796134	0.569762345	0.520700029	0.503025376	0.467422354	0.4844748	0.930781055	0.510170504	0.502356293	0.502360577	0.46420047	0.495482028	0.471695804	0.483062578	0.441953686	0.714769629	0.704996347	0.790932337	0.467110497	0.487264176	0.529964493	0.824550468	0.812083678	0.514067448	0.675977746	0.741173654	0.422352395	0.917946901	0.792268269	0.416846815	0.718074257	0.580060104	0.79873237	0.548916847	0.612705729	0.442780265	0.514213835	0.823234275	0.485976727	0.831776587	0.821538379	0.530648249	0.3925877	0.404454765	0.690966771	0.362456279	0.818248424	0.690486419	0.599893781	0.746104047	0.796969461	0.392710708	0.445835745	0.783494209	0.743683528	0.500421658	0.511570777	0.574512612	0.596668524	0.802829292	0.311404397	0.452898727	0.480986305	0.330597359	0.494852102	0.706722154	0.689979959	0.670318907	0.519342007	0.599520512	0.450459115	0.3576282	0.438171587	0.452638413	0.801664682	0.398239136	0.750154893	0.680886593	0.440864928	0.865707487	0.454555311	0.409877327	0.500766462	0.514054064	0.950546889	0.947668669	0.920747776	0.603036351	0.746676387	0.45594061	0.438066266	0.451252242	0.764729065	0.318564486	0.53269454	0.84779024	0.502512818	0.83792307	0.383608733	0.595020701	0.739555052	0.326985673	0.46946919	0.456892108	0.353819533	0.501171063	0.479982101	0.677748774	0.421399283	0.509855317	0.4291799	0.488573713	0.633391986	0.313239125	0.384706883	0.303332625	0.47957537	0.413051711	0.470604267	0.343033271	0.834045694	0.63567777	0.822254498	0.702704103	0.470363216	0.427527048	0.428285594	0.598919931	0.519990588	0.405646992	0.849584871	0.466301721	0.510913294	0.676649023	0.940322456	0.691150893	0.677209291	0.638732567	0.464406473	0.524780673	0.509848156	0.561513555	0.400419493	0.728642581	0.697992714	0.481067778	0.897042566	1	0.478399699	0.809987369	0.50624449	0.49888164	0.468611841	0.350118033	0.421723845	0.80520022	0.882164829	0.340475753	0.752923729	0.854028971	0.319417384	0.445082929	0.479635583
